"Amb35797319";"[Na+].[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2-c2cccc(F)c2)C(=O)Nc2ccccc2)c([2H])c1[2H]"
"Amb35797320";"CC(C)(C)OC(=O)CC1CC(CC[n]2c(C(C)C)c(c(c2-c2ccccc2F)-c2ccccc2)C(=O)Nc2ccccc2)OC(C)(C)O1"
"Amb35797616";"CC(C)(C)OC(=O)C[C@@H]1C[C@H](CC[n]2c(C(C)C)c(c(-c3ccccc3)c2-c2cc(F)ccc2)C(=O)Nc2ccccc2)OC(C)(C)O1"
"Amb35803606";"CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H]1OC([C@H](O)C(O)C1O)C(O)=O"
"Amb35805879";"CC(C)(C)OC(=O)C[C@@H]1C[C@H](CCCC(=O)C[C@H](O)C[C@H](O)CC[n]2c(C(C)C)c(c(c2-c2ccc(F)cc2)-c2ccccc2)C(=O)Nc2ccccc2)OC(C)(C)O1"
"Amb35808060";"[Na+].[Na+].CC(C)c1c(C(=O)Nc2ccccc2[O-])c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O"
"Amb35808395";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H]1C[C@H](CC(=O)O1)O[C@@H]1OC([C@H](O)C(O)C1O)C(O)=O"
"Amb35813715";"[NaH].[Ca+2].CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1.CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb35814049";"[NaH].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(O)=O"
"Amb35815387";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(=O)CC(O)=O"
